x,y,hue
-0.43856326,1.0051649,1
-0.24066019,-0.04533422,1
0.4057098,0.611181,2
1.0510958,1.3368632,0
0.08336362,0.37720466,3
0.7330302,0.4267372,0
-0.016029343,1.1448181,2
0.55682826,0.40534166,4
0.5626949,0.22547835,3
0.77508897,0.33735222,3
1.0396049,0.14539914,4
0.45506746,0.4806625,6
0.91196334,1.3051448,0
0.4004666,0.4017058,2
1.4247408,1.0218192,0
0.295291,0.5850415,3
0.49895963,0.39083955,8
0.5408782,0.25752825,3
0.64430416,0.15945792,7
1.6775783,0.13448703,0
0.20446593,0.2726543,3
0.6549,0.6189076,0
0.42716503,0.80957276,5
0.41267085,0.7244465,7
1.0240314,0.33720186,9
0.4441576,-0.07180312,1
1.6427991,1.8327569,0
0.33761692,0.28687745,3
-0.021211088,0.050599635,1
0.51224387,0.2820338,7
0.08417642,0.086039335,4
0.7616498,0.87940496,0
0.07149519,0.059110142,7
-0.17976207,0.61898774,5
0.5785617,-0.23457856,9
1.0153451,0.37832057,5
1.1662852,0.8674312,0
0.5377157,0.4188071,5
0.31389436,0.40528768,7
-0.057533756,0.4013295,8
0.62370664,1.0457708,6
1.42507,0.6496557,0
0.76614285,0.08465028,3
0.3453463,0.45676842,6
0.5079473,0.41623285,0
0.37144023,0.17467026,6
0.15991968,0.078618586,1
0.32520807,0.3319217,2
0.28510046,0.5074514,5
-0.15296245,1.2822964,8
1.0169325,0.16963723,4
0.21972662,0.6707068,6
0.18366505,0.8495583,2
-0.31254965,-0.41449237,1
-0.042874843,0.17618772,2
0.33914128,0.18394616,5
0.4311782,0.22213137,8
1.2065654,0.04640034,7
0.6244679,-0.06430164,9
-0.14434451,0.39841038,3
-0.21964237,0.07069021,5
0.6690768,1.0924006,2
-0.46591103,0.60511863,1
-0.18899918,0.32959062,2
-0.13799724,0.18412346,1
0.032572463,0.14269504,3
0.50279707,0.11236301,6
0.10393748,0.24813226,6
0.3828274,0.21365444,9
0.68924093,0.5897118,8
0.5353051,0.35420072,6
0.1077503,-0.20421454,1
0.7858529,0.6188572,5
0.58472174,0.5848849,7
-0.5581481,0.97951907,1
0.4437912,0.75463676,8
0.66664314,0.20424426,7
0.6675502,0.28422537,8
1.8025866,1.3300687,0
1.0912341,0.100214705,9
0.010524362,0.0101341605,1
0.6010425,0.46002716,3
0.75380903,0.481065,3
0.5715871,0.5976887,5
1.1481127,0.3308617,9
0.12874652,0.87327087,8
0.023713112,-0.17273366,1
0.5378256,0.52564734,8
0.641268,0.22494875,4
0.121665835,0.4111179,8
-0.24861294,0.3707894,1
0.4879884,1.9883327,0
0.55470973,0.07554002,5
0.69007725,0.008530885,4
-0.0014094412,0.40613675,7
-0.054363377,0.41824508,2
-0.42474243,0.74384177,1
0.9304117,-0.060211927,7
0.4083163,-0.15903549,7
0.5537164,0.6226327,8
0.600461,1.2287006,0
-0.037803665,-0.11381212,1
0.7169464,0.0010856092,7
0.39712247,0.71690816,2
-0.034887433,0.8297682,6
0.5850461,-0.22180842,9
0.45252204,1.2242268,5
0.51885587,0.75068533,6
0.17280371,1.0660024,8
0.4023532,0.4119514,5
0.5675038,0.059455097,9
0.5517941,0.49923646,6
0.5720302,0.50562054,5
1.0975196,0.8527442,8
0.28276625,-0.17952883,7
0.4378087,-0.03376714,6
0.0031300783,0.738573,2
1.0799546,0.72313774,6
0.78022385,0.3123131,0
0.9482685,0.92959404,0
-0.38139704,-0.18123129,1
-0.16604596,0.07131204,5
0.08700812,1.0568666,2
0.05869378,1.2662511,3
0.30265725,0.6482301,2
1.8591495,1.2156646,0
0.33868933,0.12809643,9
0.7145119,0.19078866,4
0.44585985,0.40206265,3
0.1134745,0.27566862,3
1.4493983,1.2986991,0
0.44999492,0.2683723,3
-0.35098708,0.22370225,1
-0.046301488,0.26646864,3
0.69422406,0.6420815,8
0.4208555,0.07867262,9
0.5709092,0.7682779,3
-0.583373,0.4690015,1
0.37993276,-0.08152932,4
0.56750673,0.10589695,4
0.5174883,0.39037997,5
-0.4122536,0.42208898,1
0.4176536,0.83285415,4
0.31642884,-0.028990015,7
0.8324765,0.5712476,6
0.83291423,0.5695414,3
0.512547,-0.09523295,4
0.90516496,0.97303796,0
0.6506025,0.47449648,5
0.577492,2.4834146,0
0.5066791,0.711626,3
0.4069407,0.28533068,5
-0.061413363,0.91792464,8
0.2098158,0.64486593,3
0.2503085,0.07099719,7
0.030240297,-0.21289778,1
0.14897718,1.1764023,8
0.6933366,0.6294651,6
1.6763544,0.5625184,0
0.30283123,0.80916286,8
-0.22855434,0.47262126,1
0.28043622,0.73688734,8
0.024710357,0.15348881,5
0.76016337,0.591464,3
0.32851073,1.273118,0
0.9497,0.10585055,7
0.6922991,-0.053497806,2
0.2014454,0.6610085,6
-0.27479208,-0.35156125,1
0.81488824,-0.26364678,4
1.8894296,2.3754814,0
-0.043914557,1.1863183,8
0.8691912,0.19594148,4
0.89642113,0.61017764,5
0.7212695,0.43148875,4
0.37753004,0.31298047,4
0.965552,0.2322254,5
0.47028664,0.7169458,8
0.30470127,0.7756384,6
1.0535597,0.6574318,6
0.48002458,0.50243205,8
0.34078103,0.092131436,9
-0.26540717,-0.0035908446,1
0.33351958,-0.09479745,5
0.5722039,1.3432199,0
0.0600473,0.5816924,8
0.3500339,0.10491229,7
0.44891223,0.4086234,4
0.35961944,0.17483357,9
0.14245223,0.1431872,3
0.15968563,-0.30184692,7
1.0607908,0.60434735,0
0.8835548,0.45076978,5
0.20858704,0.9546502,4
1.2651827,0.7020906,0
0.48417026,0.39447582,9
1.2952923,0.86551577,9
0.88898456,0.4660932,4
0.0759325,0.7534703,8
0.71550953,0.0018067062,4
0.4643377,0.1949991,6
1.0093226,0.30019647,6
-0.07159404,0.69590986,0
-0.2564578,0.1533959,1
0.867856,0.54220104,6
-0.015833803,-0.02063454,3
0.17290208,0.13074547,1
0.77147895,-0.29109323,7
0.2575017,0.019627959,7
0.7654211,0.27668676,4
1.0240701,1.3327456,0
0.45387328,0.42805272,5
0.21621281,-0.0013878644,3
0.47482237,1.5723548,0
0.2548972,0.5593326,3
0.2656867,-0.22266774,9
0.9043285,0.0518227,4
0.58911574,0.31127816,6
-0.01898101,0.30993146,1
0.19115666,1.0425967,8
0.16283377,0.518141,3
0.38324207,0.63073826,0
-0.371373,-0.06552103,1
0.6955461,0.3443725,0
-0.51183647,0.7176913,1
0.28802508,-0.1283882,3
0.34448233,0.1991107,7
0.5621533,0.16530822,4
0.76017785,0.30293182,9
0.3051725,0.26206887,9
1.4819996,1.0454373,0
0.28982747,0.3368821,5
0.511576,0.32399577,7
-0.47313032,0.75782573,1
0.7548056,0.8238574,0
1.1721085,-0.16464415,7
0.62975556,0.13741761,3
0.3740558,-0.08107279,4
1.1488801,-0.09664442,7
1.1330135,1.3339934,0
0.053743135,0.6531813,6
0.44146997,0.116006255,7
0.47407913,0.5621647,2
1.4368017,0.4279272,0
-0.12987237,0.5889246,9
0.31665432,-0.2001715,4
-0.4659147,-0.09537368,1
0.3335419,0.16361529,3
0.5933892,0.33289713,9
0.4325236,0.36047786,8
-0.048527174,0.336659,3
0.85424155,0.25279295,6
0.40151715,0.29613924,9
1.5487775,0.16167751,9
1.0243866,0.60333073,0
0.61375546,0.06961292,9
0.27773875,0.97795707,0
-0.017072648,0.40959978,8
0.500777,0.505748,8
1.0757517,0.21991813,3
0.32838374,0.23140886,8
1.157918,1.1265489,5
0.8328365,0.8160488,5
0.17448495,-0.17936903,3
0.060194902,0.41748756,4
0.20464477,1.1308181,2
1.253149,0.029503614,9
0.39477533,-0.062442765,9
1.3925096,0.1661027,9
0.49141377,-0.070402145,7
0.81520253,0.17395812,9
0.18721393,0.040810704,9
0.20476083,0.15269384,5
0.72244626,-0.17884439,9
0.67552346,0.063094914,7
0.6722672,0.8861836,3
0.96922255,0.65045625,6
0.84104204,0.21643177,9
0.5707183,-0.28753382,7
0.03548041,0.433292,2
2.558375,0.7623497,0
-0.42794418,0.35276744,1
0.5841896,0.39659154,0
1.0168469,0.25761986,7
0.92674243,0.17531028,9
0.31537554,0.06024173,3
0.2521701,0.6275482,2
0.8006215,0.7122218,8
1.4808443,-0.02606339,4
0.78115916,0.29057282,4
0.7892808,0.12201339,4
1.6138076,0.2052195,7
1.1568723,0.12545815,4
0.70739126,-0.14045136,4
0.34283495,-0.18459636,3
0.6138796,0.5739981,2
0.11068684,0.092589736,7
0.4669185,-0.049136117,7
0.2381418,0.091849804,1
0.1211894,0.47303134,8
0.3057919,-0.27161503,1
-0.23889047,0.46271524,1
0.10288942,-0.2724711,1
-0.5320828,0.4831093,1
0.38078725,-0.3950171,9
0.77136403,0.49796352,6
0.04026112,-0.12749264,1
0.28241158,0.35868034,8
0.46159655,-0.06953931,7
0.9444523,0.16699475,9
0.9440031,1.5542133,0
0.29129887,0.5547575,4
0.44816175,-0.0009700656,9
0.09740211,0.24968228,2
0.8284519,0.34807876,5
0.66592777,0.34428054,5
-0.23669782,0.10526478,1
0.6735047,0.04996775,9
0.31630218,0.44160503,7
0.20001855,0.10377088,9
-0.0795137,0.18633413,1
-0.40907025,0.47114876,1
0.5173945,1.1538364,2
0.45284542,0.5481837,4
1.3221517,0.6358211,0
0.7811002,0.30114436,7
0.41550308,0.010401874,6
0.97468483,0.12812713,9
0.78157324,-0.0585559,9
0.17494027,0.026892513,7
1.4855275,1.027325,0
-0.14091767,0.17342553,6
1.2575378,0.37392074,8
-0.13689479,0.02694118,1
0.079983294,0.6368055,8
-0.21492302,-0.19409518,1
-0.46948928,0.21440907,1
0.26193774,0.38855076,3
0.47363883,0.5232662,5
1.4215364,-0.15595898,9
0.024783432,-0.058316432,3
0.47165537,0.20839049,9
-0.02339785,0.3349877,5
0.018614173,0.8368983,2
0.12202425,0.68139887,2
0.62721413,0.051694363,3
-0.030066192,0.20593284,1
0.30660957,-0.17656648,7
0.92059064,1.0950191,0
0.24104938,-0.15176341,4
0.010657877,1.299244,2
0.24972846,0.823697,6
0.21463104,-0.24449143,7
0.5987431,0.20884866,7
-0.23562787,-0.061350748,1
0.80035734,0.4568083,3
0.6642848,0.5734899,8
-0.41114956,-0.17037453,1
0.16578914,0.44557792,8
0.7828325,0.62899876,6
-0.22686172,0.56563914,8
-0.071267046,1.2514263,2
1.0864081,1.1329542,0
0.73138547,0.99089074,2
1.1469033,0.11229115,0
0.9100665,0.018908143,7
1.2403088,0.09029731,4
1.1288427,1.8139335,0
0.17286612,0.32535923,4
0.93006724,0.03857018,4
0.6495731,0.37380672,9
-0.43386412,0.53580797,1
0.5833308,-0.11373877,7
-0.2508016,0.76223934,6
0.043050706,0.7444556,1
0.7364129,0.27942187,3
0.58385575,0.7936586,0
1.0557061,1.1232693,0
0.2561582,-0.24460644,1
-0.068286955,0.57648224,1
1.4006602,1.2349904,0
0.28873837,0.539117,2
0.46980765,0.37966174,6
0.40512463,1.4283118,2
0.94351965,0.5634245,4
0.25685272,0.21184415,4
0.4129143,0.99653435,6
0.3962534,0.6985458,5
0.35319173,0.35818592,7
0.87036365,0.10244295,9
0.64222896,0.045129985,3
0.53126585,0.33966574,3
0.3128925,0.13797124,7
0.02881078,0.053959295,4
0.16087906,0.95093405,8
-0.0554562,-0.027939428,7
0.2553529,-0.12954941,9
-0.092971265,0.4975787,2
0.5473829,0.49239975,3
0.41647702,-0.20468163,4
0.85632205,-0.24496396,7
0.4946138,0.5423872,5
0.83872044,0.5222782,2
0.14024948,-0.2967229,4
0.058625072,0.1499416,4
0.34009892,0.7395297,6
0.86590034,0.16678354,9
0.39195925,0.20006621,9
0.46544784,-0.1923989,9
0.64874786,0.81997025,0
-0.24270117,0.11825906,1
0.8940972,0.5829024,3
-0.47158706,0.1781438,1
1.4707801,0.27141395,0
0.58356243,0.10158622,7
0.3979911,1.2669922,3
-0.04259649,-0.29679257,1
0.5835775,0.14848037,3
0.49065933,0.5589767,5
0.7281442,0.25925535,9
0.78829914,0.58342135,6
0.43158862,0.3119046,9
-0.16081701,0.66801625,8
0.43622398,0.6916393,0
0.3281889,0.18575095,8
-0.3148135,1.007464,5
0.34534442,0.544385,3
0.667313,0.29348135,6
0.5166434,0.59947276,3
1.4303389,0.8492031,0
1.0045408,-0.20305055,4
0.32943425,0.40479562,3
-0.17905775,-0.3340485,1
1.7422551,1.1439185,0
-0.101041585,0.48081493,1
0.5472661,-0.014097095,7
0.96432674,0.45842016,3
0.89221096,0.9363943,6
0.7571631,0.07291266,7
0.38939974,-0.18624023,7
0.5803469,0.115361124,9
0.69059324,0.15456077,7
-0.047419906,0.35359305,8
0.6637882,0.2151112,9
0.79803944,0.43341497,0
0.5216926,0.09340909,9
0.07835281,0.6720309,9
0.14469516,0.2631529,7
0.1216654,-0.2382118,1
0.3501478,0.40530023,6
0.87701696,0.16412306,5
0.9082748,0.26128814,0
-0.03707254,0.04440105,1
0.058417886,0.056141198,1
-0.057183713,0.5321385,8
-0.2824713,-0.15462947,1
-0.14982778,0.20657542,1
0.59478843,-0.17071235,7
0.29664177,-0.20566486,5
-0.13605125,0.16607422,7
0.77250636,0.339167,3
0.25059012,-0.13485837,1
0.45381057,-0.059350997,7
0.8316717,-0.020656034,9
0.279979,0.74583244,0
-0.1352976,0.5512217,2
-0.36202845,0.10129623,1
1.2751132,-0.012225896,9
0.66042227,0.96375084,6
0.25888798,0.46015263,6
1.2479769,0.29300797,9
0.12762435,0.48389006,2
0.7624531,0.88161767,2
0.5918864,0.3756795,3
0.88329786,1.3362823,0
1.0640513,0.46124357,4
0.03170991,-0.14246258,1
-0.3242015,0.33587658,1
-0.35244954,-0.06383996,1
0.33926708,0.34480882,8
0.1279507,0.14647046,7
0.21937063,-0.07577714,4
0.37140396,-0.19355142,7
0.88180554,1.0830085,0
0.82615054,0.2006234,4
0.49863437,0.30029875,7
1.0832181,0.9051642,0
0.9699115,0.72337306,6
0.8803317,1.4187759,0
0.73897994,0.36391956,3
0.27760053,0.2877078,9
0.92471695,0.1799056,4
0.14190215,0.5221122,8
-0.4498259,0.29545838,1
0.7008459,0.6948782,8
1.7291933,1.8873427,0
0.090297535,0.08165068,4
0.30351937,-0.24481729,7
0.18979067,0.3741401,2
-0.2273607,-0.009364843,1
0.35601544,0.4058478,3
0.3417834,0.030804187,9
0.64073837,-0.26430702,9
0.56486785,0.0348839,9
-0.0064611733,0.68609434,9
0.097201675,0.49333757,8
-0.024633542,0.27065063,7
0.31112242,0.8365166,6
0.30550864,0.41506034,2
1.0156587,-0.33011678,7
0.11054823,0.737629,8
1.2620757,0.32658604,5
0.07251501,0.5285126,9
0.2704034,0.2918142,4
0.7201146,0.46995807,3
0.60319054,0.29081398,0
1.4970198,-0.19848964,7
0.8086821,0.12768352,3
0.10852054,0.077622205,1
0.29180768,0.31608295,5
1.1587639,0.585463,9
0.89407414,0.33145738,9
-0.14964327,0.81590956,8
0.10845052,-0.41264746,1
0.062287074,0.36003742,6
1.3870728,1.0354,0
0.49643478,0.70335424,6
0.16654122,-0.26255915,9
0.5425424,-0.31135702,7
0.35809565,0.21620455,4
0.21742947,0.34638828,8
0.23592383,0.046259582,8
-0.18031898,-0.07490325,1
1.3911117,-0.27021512,4
0.74030966,0.45422542,7
0.027286887,0.4574028,2
0.5579734,2.0560775,0
0.55494606,0.13143794,6
0.18594775,0.3864405,3
0.18711625,0.63597673,5
-0.037632316,-0.02866149,7
0.20228061,0.22364433,4
0.13177693,0.58400995,3
0.35559598,0.33308733,5
0.8803387,0.68813765,8
0.6330296,-0.17405692,4
0.90148175,-0.26577395,7
0.33183157,0.19880314,7
0.50395614,0.095974416,8
-0.22153491,-0.07122676,7
0.19089955,0.6021816,2
0.729109,-0.2353115,7
0.6711722,0.2140788,9
0.6712888,0.09680209,5
1.2066159,1.5530212,0
1.0134275,0.4354518,4
0.33900154,0.64479995,2
0.00012857979,0.27804098,4
0.049259305,-0.0059171915,1
-0.39648116,0.27542135,1
0.25491247,1.8339837,0
0.1248967,0.10120857,7
0.3690489,0.1013083,4
0.2815115,-0.056737874,8
0.68706197,0.4187727,0
0.66191083,0.8023119,6
0.47850028,0.13202271,3
0.1676702,0.7504872,8
1.3645612,0.030195557,9
0.50018656,0.30678603,5
0.121193156,0.8971024,3
0.41006896,0.01052371,8
-0.3028589,0.4178424,1
0.23348014,0.71459615,2
0.9594956,1.4058495,0
0.36111504,0.40922317,5
1.0428104,-0.09826619,8
0.049041644,0.20894648,8
0.23828094,0.14144894,7
0.10131269,-0.34569925,8
0.37665898,1.1799424,0
1.080031,0.37540108,0
0.83376265,0.59446394,0
0.89360225,-0.035949826,4
0.3761102,0.84869826,3
2.0478287,0.9007064,0
0.49010098,1.0068283,0
0.12097493,0.1749202,2
0.4849202,0.07375248,6
0.20356193,0.1853929,4
0.7107692,0.76489604,2
1.1685885,0.1715957,6
0.1098551,1.1280718,3
0.7089313,0.05566737,6
0.35307014,0.32717714,2
-0.012441397,0.048841335,1
1.7127469,0.6877924,4
-0.5131781,0.41799802,1
0.9018558,-0.18456781,4
0.7491043,0.22441024,7
0.33750913,0.6796623,9
0.6234731,-0.20130607,9
-0.5241418,-0.1840725,1
0.16918449,0.58043605,2
1.5904361,0.84170353,0
-0.21170509,0.28805476,8
-0.05297655,0.78630185,1
-0.21319011,0.5469462,8
0.3391592,0.74766034,5
0.5915002,0.39057449,0
0.5110191,-0.10983859,8
0.68585294,0.6984812,3
0.58933383,1.0285215,2
1.2062646,0.5997631,0
0.37585753,1.5847064,0
0.18382774,0.9439275,5
0.3271329,0.05533728,9
0.1826481,0.30228287,2
0.40381342,0.2648269,2
0.23827784,0.057626873,4
1.5738134,0.72151667,3
0.6013302,1.1940657,3
0.31519097,-0.13941745,9
-0.08143209,0.60259205,6
0.30768302,0.63316345,0
0.7173693,-0.20057271,7
0.7294961,0.32459038,2
0.89343727,-0.23089866,9
1.0978903,0.50733507,0
1.3680739,-0.10079631,8
0.5845355,0.1568464,6
0.7542025,0.77818394,5
0.16888718,0.10276684,7
-0.06978811,0.9624907,2
0.43000126,0.10910138,8
0.36490262,0.013547689,8
0.0344826,0.23289227,6
0.7409449,0.035028502,9
-0.05649562,0.09201446,5
0.6852545,0.35348547,0
0.7899323,2.3440542,0
0.37954086,0.7318383,0
0.18025216,1.2254922,3
1.3304666,2.1886346,0
-0.13108474,0.618671,7
0.07808323,0.9869755,2
0.66972697,-0.20618398,4
-0.17035598,0.19122863,5
0.18629599,0.1749601,8
0.16426544,1.0970635,6
0.5307049,-0.051226526,9
0.7691393,0.455953,5
0.19530122,1.0905895,8
0.17054833,0.60077983,6
0.40901688,0.9383422,2
0.30243513,0.44683784,2
0.2731002,0.06357843,3
0.90397775,-0.08627102,9
-0.059330374,0.4158785,8
0.46502817,0.75574374,2
1.266284,1.532408,0
0.2097859,0.2784991,9
0.3642721,0.26618004,2
1.0879213,0.20960656,9
0.56460124,0.5846722,8
1.0491283,-0.12786181,3
0.41826338,0.76446,2
0.11974294,-0.12907352,3
0.15966526,0.31815726,7
0.39334244,0.84795016,2
-0.15714201,0.34907448,2
0.5811578,0.71882594,5
0.62255454,-0.03535068,4
0.61396897,0.7797266,9
0.8351987,1.4315884,0
0.7434716,0.027456403,5
0.5392676,0.57464874,4
0.317589,0.7900654,6
0.9912608,0.42004433,7
-0.010399703,0.62967944,3
1.0918056,1.2468626,0
0.2908284,0.11924586,1
0.70975107,0.8578192,5
0.60765964,1.0491526,5
0.6891202,0.9178941,6
0.028574318,0.92320424,6
0.787493,-0.05969239,3
0.65834105,0.026343584,7
0.3346728,0.3023046,6
0.27338,0.6389105,8
-0.111499116,0.17448652,2
1.4314994,0.53480667,5
0.087707,0.72600484,2
0.7422385,0.6332327,0
1.163021,0.28863192,7
0.42436677,0.24030924,6
-0.34288767,0.44074732,1
0.7194059,-0.06517807,7
0.49335864,0.8693892,2
0.69879746,0.5185865,5
0.056936294,0.16803668,6
0.5726729,0.39365387,5
-0.20767513,0.48184913,2
0.14425512,-0.15915084,7
0.19527434,0.760711,6
0.12911126,-0.1439296,1
-0.33118543,0.95875657,1
0.14830168,0.3879856,8
0.41242957,1.1792024,2
0.08415544,0.51456517,9
0.8427421,0.44822758,8
-0.16609721,0.55630225,2
1.0097231,0.17957495,5
0.6597641,1.1338608,2
0.15534784,0.7477045,8
0.8226712,1.3248649,0
-0.30847424,-0.39290136,1
0.76087177,0.32148218,7
-0.3569669,-0.041993152,1
0.47113138,0.68612176,2
0.39933145,0.60017395,6
0.36148548,0.5554528,2
0.5942263,0.02020377,4
-0.2974152,-0.20414247,1
-0.28200436,-0.22315198,1
0.28195876,0.556621,6
1.0077251,-0.15827353,4
0.46496388,0.4854579,3
0.42794287,0.3373294,9
0.8349201,0.451234,7
0.57297224,0.17240202,7
-0.11383662,0.058046274,1
0.45090783,0.3777266,9
0.80469066,0.001277253,5
0.4403702,0.4032228,2
0.016410917,0.15644693,7
0.34984225,0.061052814,8
0.61595565,-0.05094053,7
0.5274752,0.055942,7
0.35235503,0.22309159,3
0.27867955,0.8098693,2
0.61511844,0.34356552,9
0.46645576,0.71096087,8
-0.3056499,0.4363587,2
0.12803315,0.18918829,2
1.2028886,0.6500004,6
0.16404016,0.7590326,2
0.37087286,0.5610694,3
0.2734301,0.70919704,2
0.36471665,0.7544703,4
0.2229482,-0.16931558,1
0.7249777,0.40912598,5
0.7430975,0.29063725,7
0.15417457,0.74548244,1
0.16337126,0.24016106,9
1.4905581,-0.16828756,7
0.2889604,0.57729167,6
1.1448863,0.5127986,4
0.6058476,0.09035009,5
0.17068149,0.3192046,8
-0.106327236,0.701479,1
1.6931864,0.7699659,0
-0.44752946,0.09013137,1
0.05828893,-0.14905137,1
0.9573003,-0.044050634,7
0.744546,0.32243925,3
1.0212961,0.8978875,3
0.073192164,0.44554883,7
0.3472154,0.31683552,4
-0.056570053,0.6604698,7
-0.57983404,0.34043157,1
0.9968892,0.382184,8
0.58356375,0.9490335,0
0.47477052,0.8810896,5
1.0833912,0.8888335,0
-0.08608125,-0.33987072,7
0.050757363,0.335649,3
0.39177173,0.94461846,2
1.3173705,1.085127,0
0.3743863,0.37922192,3
0.2599277,1.5236204,0
-0.14756659,0.56873,7
0.6905694,0.0025179237,7
0.5837931,-0.009094372,3
0.38927066,0.81349665,0
0.24609585,0.4862111,7
0.5991291,0.87596536,5
-0.12970728,0.030369097,5
0.9402737,0.22356492,9
0.4630428,0.38967845,7
0.91209835,0.3460214,5
-0.09540108,0.55783755,2
0.5668981,1.1366043,0
0.12802719,1.173074,2
1.7493784,0.09016804,4
0.6757884,0.028253764,9
0.7711965,0.6867273,5
-0.19718912,0.8048505,2
0.24115385,0.5564642,5
1.1096019,-0.053399384,9
0.16265564,0.31731036,9
0.50780165,-0.044898212,3
-0.29455376,-0.012560613,8
0.08347973,0.6807246,3
0.6482386,0.29273918,9
0.5997363,-0.073035665,3
-0.06273794,0.54749143,4
0.49238917,0.33230942,4
-0.27417246,0.15470055,1
0.69128835,0.74927264,3
0.29607958,0.23584324,1
1.2568748,0.3371526,0
0.15709056,0.8118834,3
-0.02572152,0.73444915,2
0.23834084,1.1283967,0
0.7231532,0.016239319,4
0.9860969,0.95916045,5
-0.4434489,-0.14733012,1
-0.07453995,0.22309092,5
0.3102821,0.3176936,6
-0.15746574,-0.337957,1
0.590721,0.42630824,5
0.199703,1.3939646,0
0.25703555,0.37801874,7
0.41588914,1.2718,3
0.5245344,0.53510845,3
0.1556183,0.021428967,6
-0.16559127,0.36688742,1
0.06304464,0.14924961,1
0.38421446,0.96773946,2
0.63844264,-0.001101464,7
0.9767128,0.7153711,0
0.20116583,0.06928012,7
0.7854906,1.0992138,4
0.3125038,0.10626717,5
0.63577217,0.88638145,0
1.6213114,1.450336,0
-0.5551419,0.31203917,1
-0.07284368,0.70253056,8
0.6374327,1.0020382,6
-0.13381848,0.19013232,5
0.36120665,1.2223742,3
0.5554674,0.1247375,3
0.5614056,0.12677561,8
0.3516032,0.6529205,5
0.7544584,0.5461377,8
0.3890022,0.16926686,3
0.57990295,0.32598212,8
0.33554986,1.3241396,0
0.45323515,0.5558869,8
0.30599385,0.1604195,9
0.91244256,0.39190447,0
0.38738278,-0.15510306,4
0.10262564,1.0689914,8
0.4435729,0.21048719,2
0.2685274,0.9548867,6
1.1025366,0.14287347,4
-0.0074570505,-0.09309697,9
0.072852194,0.36474735,3
-0.10095337,0.56849074,8
0.5277569,0.35167748,8
0.21632138,0.8541875,2
0.51222956,0.16035904,3
0.7672915,0.16810618,6
0.60867125,0.1611249,9
-0.04652697,0.4513969,1
0.28382254,0.05205834,7
-0.18724236,-0.053141713,1
-0.12147814,0.56223243,1
0.3928263,-0.15813476,7
0.046833396,0.43377662,1
0.6913622,0.37839407,7
0.712629,0.42708898,0
0.32708547,0.93938684,6
0.6123495,1.1270151,2
0.43813545,0.14164972,4
0.9841521,-0.12858921,9
0.33689046,1.3643297,8
1.3164306,1.157263,0
0.42399985,-0.010789543,2
-0.17065424,0.08658975,1
0.31190646,0.6784169,4
0.6455548,0.09062117,3
0.55004513,0.48554966,2
-0.25844184,-0.017374508,6
1.0407095,0.7878986,3
0.27502444,-0.040300455,3
1.1377434,-0.02400662,4
-0.050918967,0.59198576,6
0.9526628,1.3556349,0
0.16899984,0.41063625,6
0.47095394,0.01584728,4
0.013435125,-0.14735791,9
0.7124512,0.62827474,2
0.75876206,0.2118441,9
-0.038651884,0.50140196,1
-0.292686,0.0672644,8
0.90080786,0.45898435,3
0.20464027,-0.043767214,9
0.4590677,0.22195561,3
0.90729606,0.13097349,4
0.20260938,-0.0050969273,6
0.9764774,0.08994973,4
0.7053869,0.029439695,2
-0.026381366,1.3219347,2
1.0402763,0.54997814,0
0.19782059,0.009492144,1
0.2216208,0.12892342,7
1.0731847,0.48148248,0
0.92843795,0.45937133,0
0.73037577,0.37270674,3
0.21573228,1.07867,6
0.5361232,1.3697184,2
0.070132315,1.0551714,5
1.1717412,0.21079527,9
-0.13991271,1.2188379,8
0.05948376,0.8813251,3
-0.3923962,-0.037499234,1
-0.25680512,-0.0049982555,1
-0.22838688,0.16589868,5
0.118063934,0.32991812,5
-0.16004702,-0.14095047,1
1.407017,1.1368457,0
0.73432964,-0.05398523,7
0.08240335,1.1420335,2
0.19380854,0.24486719,7
0.35035676,1.1143751,6
0.7842982,0.7389995,3
-0.17323157,0.51773596,1
-0.021119744,-0.0014049262,9
0.53573847,0.8487071,8
-0.26058123,0.6858,1
0.16229905,0.90027153,0
-0.25114867,0.7080216,2
0.11381158,0.8940033,8
0.07000819,0.56329936,7
0.4480993,0.31236875,5
0.19550452,0.69685274,8
0.32212257,1.5362891,2
0.86721647,0.42569447,0
0.41231528,0.41882935,4
0.10588208,0.09288135,1
0.9689436,1.2864463,0
0.05630979,0.6526415,2
-0.12386334,-0.33788332,1
0.07887781,0.49997455,1
0.05415064,-0.07342398,9
1.7079813,1.4138463,0
0.037324518,0.30574664,3
-0.29123083,0.06467092,1
0.8590668,0.010625601,4
-0.46273416,0.25058305,1
1.8895056,0.2740734,5
0.054349765,-0.18135363,7
-0.016644403,0.03203641,4
-0.5775015,0.720611,1
0.8441524,1.5164138,0
0.56824964,0.34342682,6
1.2010263,0.2247144,9
0.14748967,0.8112204,6
0.18756641,0.032754675,8
0.46363533,0.3348191,6
0.24023297,0.97949255,2
0.026945025,-0.13695033,1
0.6149112,0.06754869,2
0.062538326,0.4720569,2
0.33650494,0.11578299,9
0.48804855,0.363863,6
0.08586092,0.270566,4
0.39551362,1.2655776,0
0.24937385,0.1966348,4
0.44430566,-0.05399461,7
0.6123494,0.13586786,4
1.1138458,-0.23536688,7
0.38361144,0.58588094,9
0.27542865,0.54159397,7
0.56003106,-0.0048686415,7
0.42751673,0.22284806,7
0.6107173,1.1382291,0
0.14810562,0.041834533,7
